Temperature,Year,Month,Country,ISO3
-1.7486, 1941, Dec, Azerbaijan, AZE
-2.6016, 1942, Jan, Azerbaijan, AZE
-0.6302, 1942, Feb, Azerbaijan, AZE
1.86503, 1942, Mar, Azerbaijan, AZE
8.70993, 1942, Apr, Azerbaijan, AZE
16.5203, 1942, May, Azerbaijan, AZE
22.3656, 1942, Jun, Azerbaijan, AZE
24.5088, 1942, Jul, Azerbaijan, AZE
24.5152, 1942, Aug, Azerbaijan, AZE
19.1129, 1942, Sep, Azerbaijan, AZE
13.7489, 1942, Oct, Azerbaijan, AZE
7.13525, 1942, Nov, Azerbaijan, AZE
1.28748, 1942, Dec, Azerbaijan, AZE
-0.9393, 1943, Jan, Azerbaijan, AZE
-1.4452, 1943, Feb, Azerbaijan, AZE
0.89698, 1943, Mar, Azerbaijan, AZE
10.3967, 1943, Apr, Azerbaijan, AZE
16.6585, 1943, May, Azerbaijan, AZE
20.8887, 1943, Jun, Azerbaijan, AZE
23.939, 1943, Jul, Azerbaijan, AZE
24.3864, 1943, Aug, Azerbaijan, AZE
18.7305, 1943, Sep, Azerbaijan, AZE
14.0449, 1943, Oct, Azerbaijan, AZE
7.63098, 1943, Nov, Azerbaijan, AZE
2.24263, 1943, Dec, Azerbaijan, AZE
-0.6582, 1944, Jan, Azerbaijan, AZE
2.44808, 1944, Feb, Azerbaijan, AZE
7.53107, 1944, Mar, Azerbaijan, AZE
10.8574, 1944, Apr, Azerbaijan, AZE
16.2346, 1944, May, Azerbaijan, AZE
21.8214, 1944, Jun, Azerbaijan, AZE
24.5166, 1944, Jul, Azerbaijan, AZE
22.4538, 1944, Aug, Azerbaijan, AZE
19.9411, 1944, Sep, Azerbaijan, AZE
13.6606, 1944, Oct, Azerbaijan, AZE
7.90408, 1944, Nov, Azerbaijan, AZE
-0.7861, 1944, Dec, Azerbaijan, AZE
-0.6393, 1945, Jan, Azerbaijan, AZE
-1.7823, 1945, Feb, Azerbaijan, AZE
2.86028, 1945, Mar, Azerbaijan, AZE
9.57457, 1945, Apr, Azerbaijan, AZE
15.0652, 1945, May, Azerbaijan, AZE
19.8335, 1945, Jun, Azerbaijan, AZE
24.1504, 1945, Jul, Azerbaijan, AZE
24.1332, 1945, Aug, Azerbaijan, AZE
19.6977, 1945, Sep, Azerbaijan, AZE
12.973, 1945, Oct, Azerbaijan, AZE
5.18647, 1945, Nov, Azerbaijan, AZE
-0.448, 1945, Dec, Azerbaijan, AZE
-1.7065, 1946, Jan, Azerbaijan, AZE
1.50337, 1946, Feb, Azerbaijan, AZE
4.69617, 1946, Mar, Azerbaijan, AZE
10.4031, 1946, Apr, Azerbaijan, AZE
16.8042, 1946, May, Azerbaijan, AZE
21.1117, 1946, Jun, Azerbaijan, AZE
23.0368, 1946, Jul, Azerbaijan, AZE
24.0361, 1946, Aug, Azerbaijan, AZE
20.9773, 1946, Sep, Azerbaijan, AZE
10.7987, 1946, Oct, Azerbaijan, AZE
6.50518, 1946, Nov, Azerbaijan, AZE
-1.8206, 1946, Dec, Azerbaijan, AZE
-0.9255, 1947, Jan, Azerbaijan, AZE
-0.0338, 1947, Feb, Azerbaijan, AZE
7.16749, 1947, Mar, Azerbaijan, AZE
11.4657, 1947, Apr, Azerbaijan, AZE
15.3083, 1947, May, Azerbaijan, AZE
21.2956, 1947, Jun, Azerbaijan, AZE
24.8441, 1947, Jul, Azerbaijan, AZE
23.4334, 1947, Aug, Azerbaijan, AZE
18.5084, 1947, Sep, Azerbaijan, AZE
12.3592, 1947, Oct, Azerbaijan, AZE
8.63147, 1947, Nov, Azerbaijan, AZE
3.65082, 1947, Dec, Azerbaijan, AZE
2.68706, 1948, Jan, Azerbaijan, AZE
2.87354, 1948, Feb, Azerbaijan, AZE
2.27527, 1948, Mar, Azerbaijan, AZE
9.1215, 1948, Apr, Azerbaijan, AZE
17.2735, 1948, May, Azerbaijan, AZE
23.3101, 1948, Jun, Azerbaijan, AZE
25.2006, 1948, Jul, Azerbaijan, AZE
25.0381, 1948, Aug, Azerbaijan, AZE
18.4664, 1948, Sep, Azerbaijan, AZE
11.5956, 1948, Oct, Azerbaijan, AZE
4.77899, 1948, Nov, Azerbaijan, AZE
-2.4986, 1948, Dec, Azerbaijan, AZE
-3.2043, 1949, Jan, Azerbaijan, AZE
-2.886, 1949, Feb, Azerbaijan, AZE
1.78865, 1949, Mar, Azerbaijan, AZE
8.69315, 1949, Apr, Azerbaijan, AZE
15.9623, 1949, May, Azerbaijan, AZE
23.0975, 1949, Jun, Azerbaijan, AZE
25.9812, 1949, Jul, Azerbaijan, AZE
23.9811, 1949, Aug, Azerbaijan, AZE
18.518, 1949, Sep, Azerbaijan, AZE
10.6976, 1949, Oct, Azerbaijan, AZE
7.2154, 1949, Nov, Azerbaijan, AZE
1.28043, 1949, Dec, Azerbaijan, AZE
-6.1691, 1950, Jan, Azerbaijan, AZE
-2.9496, 1950, Feb, Azerbaijan, AZE
3.91609, 1950, Mar, Azerbaijan, AZE
13.07, 1950, Apr, Azerbaijan, AZE
17.8918, 1950, May, Azerbaijan, AZE
20.4299, 1950, Jun, Azerbaijan, AZE
23.6043, 1950, Jul, Azerbaijan, AZE
23.1339, 1950, Aug, Azerbaijan, AZE
20.7442, 1950, Sep, Azerbaijan, AZE
13.2436, 1950, Oct, Azerbaijan, AZE
5.95904, 1950, Nov, Azerbaijan, AZE
1.34638, 1950, Dec, Azerbaijan, AZE
-0.6142, 1951, Jan, Azerbaijan, AZE
-2.3122, 1951, Feb, Azerbaijan, AZE
6.07871, 1951, Mar, Azerbaijan, AZE
13.096, 1951, Apr, Azerbaijan, AZE
16.9545, 1951, May, Azerbaijan, AZE
21.5147, 1951, Jun, Azerbaijan, AZE
25.0183, 1951, Jul, Azerbaijan, AZE
24.907, 1951, Aug, Azerbaijan, AZE
19.0239, 1951, Sep, Azerbaijan, AZE
9.46383, 1951, Oct, Azerbaijan, AZE
6.51779, 1951, Nov, Azerbaijan, AZE
1.02107, 1951, Dec, Azerbaijan, AZE
0.36427, 1952, Jan, Azerbaijan, AZE
2.25683, 1952, Feb, Azerbaijan, AZE
3.59798, 1952, Mar, Azerbaijan, AZE
9.34387, 1952, Apr, Azerbaijan, AZE
15.3241, 1952, May, Azerbaijan, AZE
19.751, 1952, Jun, Azerbaijan, AZE
24.7038, 1952, Jul, Azerbaijan, AZE
25.3546, 1952, Aug, Azerbaijan, AZE
20.3284, 1952, Sep, Azerbaijan, AZE
15.9091, 1952, Oct, Azerbaijan, AZE
6.09135, 1952, Nov, Azerbaijan, AZE
1.98035, 1952, Dec, Azerbaijan, AZE
1.45653, 1953, Jan, Azerbaijan, AZE
2.87183, 1953, Feb, Azerbaijan, AZE
2.96105, 1953, Mar, Azerbaijan, AZE
10.7512, 1953, Apr, Azerbaijan, AZE
16.579, 1953, May, Azerbaijan, AZE
22.2147, 1953, Jun, Azerbaijan, AZE
24.2701, 1953, Jul, Azerbaijan, AZE
25.3266, 1953, Aug, Azerbaijan, AZE
18.958, 1953, Sep, Azerbaijan, AZE
12.3747, 1953, Oct, Azerbaijan, AZE
3.20801, 1953, Nov, Azerbaijan, AZE
-2.8483, 1953, Dec, Azerbaijan, AZE
-3.1341, 1954, Jan, Azerbaijan, AZE
-2.4974, 1954, Feb, Azerbaijan, AZE
2.22174, 1954, Mar, Azerbaijan, AZE
8.61096, 1954, Apr, Azerbaijan, AZE
16.7928, 1954, May, Azerbaijan, AZE
22.2487, 1954, Jun, Azerbaijan, AZE
25.7964, 1954, Jul, Azerbaijan, AZE
25.2016, 1954, Aug, Azerbaijan, AZE
20.4738, 1954, Sep, Azerbaijan, AZE
14.8486, 1954, Oct, Azerbaijan, AZE
7.7776, 1954, Nov, Azerbaijan, AZE
2.45344, 1954, Dec, Azerbaijan, AZE
1.6856, 1955, Jan, Azerbaijan, AZE
4.71599, 1955, Feb, Azerbaijan, AZE
4.85102, 1955, Mar, Azerbaijan, AZE
10.4235, 1955, Apr, Azerbaijan, AZE
16.7121, 1955, May, Azerbaijan, AZE
21.8601, 1955, Jun, Azerbaijan, AZE
24.5065, 1955, Jul, Azerbaijan, AZE
23.8177, 1955, Aug, Azerbaijan, AZE
19.7423, 1955, Sep, Azerbaijan, AZE
14.8239, 1955, Oct, Azerbaijan, AZE
7.30636, 1955, Nov, Azerbaijan, AZE
1.7992, 1955, Dec, Azerbaijan, AZE
0.60061, 1956, Jan, Azerbaijan, AZE
-0.375, 1956, Feb, Azerbaijan, AZE
1.40636, 1956, Mar, Azerbaijan, AZE
10.5352, 1956, Apr, Azerbaijan, AZE
14.0952, 1956, May, Azerbaijan, AZE
20.7582, 1956, Jun, Azerbaijan, AZE
23.2275, 1956, Jul, Azerbaijan, AZE
24.5416, 1956, Aug, Azerbaijan, AZE
17.1375, 1956, Sep, Azerbaijan, AZE
12.0303, 1956, Oct, Azerbaijan, AZE
5.09215, 1956, Nov, Azerbaijan, AZE
-1.7959, 1956, Dec, Azerbaijan, AZE
-4.2152, 1957, Jan, Azerbaijan, AZE
0.95828, 1957, Feb, Azerbaijan, AZE
4.15739, 1957, Mar, Azerbaijan, AZE
11.6953, 1957, Apr, Azerbaijan, AZE
17.4229, 1957, May, Azerbaijan, AZE
21.1444, 1957, Jun, Azerbaijan, AZE
23.6072, 1957, Jul, Azerbaijan, AZE
24.6698, 1957, Aug, Azerbaijan, AZE
22.0048, 1957, Sep, Azerbaijan, AZE
12.6033, 1957, Oct, Azerbaijan, AZE
6.51892, 1957, Nov, Azerbaijan, AZE
2.36406, 1957, Dec, Azerbaijan, AZE
2.17794, 1958, Jan, Azerbaijan, AZE
3.18482, 1958, Feb, Azerbaijan, AZE
6.01935, 1958, Mar, Azerbaijan, AZE
10.2907, 1958, Apr, Azerbaijan, AZE
17.7445, 1958, May, Azerbaijan, AZE
21.1401, 1958, Jun, Azerbaijan, AZE
22.8518, 1958, Jul, Azerbaijan, AZE
23.4747, 1958, Aug, Azerbaijan, AZE
18.047, 1958, Sep, Azerbaijan, AZE
11.8265, 1958, Oct, Azerbaijan, AZE
4.44592, 1958, Nov, Azerbaijan, AZE
0.06263, 1958, Dec, Azerbaijan, AZE
0.93097, 1959, Jan, Azerbaijan, AZE
-2.5905, 1959, Feb, Azerbaijan, AZE
2.53332, 1959, Mar, Azerbaijan, AZE
12.0963, 1959, Apr, Azerbaijan, AZE
16.3058, 1959, May, Azerbaijan, AZE
20.133, 1959, Jun, Azerbaijan, AZE
24.2403, 1959, Jul, Azerbaijan, AZE
23.4206, 1959, Aug, Azerbaijan, AZE
17.4031, 1959, Sep, Azerbaijan, AZE
9.98525, 1959, Oct, Azerbaijan, AZE
4.96705, 1959, Nov, Azerbaijan, AZE
-0.7707, 1959, Dec, Azerbaijan, AZE
1.69341, 1960, Jan, Azerbaijan, AZE
1.74404, 1960, Feb, Azerbaijan, AZE
1.89126, 1960, Mar, Azerbaijan, AZE
9.85565, 1960, Apr, Azerbaijan, AZE
16.0089, 1960, May, Azerbaijan, AZE
21.4329, 1960, Jun, Azerbaijan, AZE
23.6916, 1960, Jul, Azerbaijan, AZE
23.182, 1960, Aug, Azerbaijan, AZE
19.2151, 1960, Sep, Azerbaijan, AZE
14.0292, 1960, Oct, Azerbaijan, AZE
7.46945, 1960, Nov, Azerbaijan, AZE
2.52375, 1960, Dec, Azerbaijan, AZE
0.0745, 1961, Jan, Azerbaijan, AZE
1.30292, 1961, Feb, Azerbaijan, AZE
4.62906, 1961, Mar, Azerbaijan, AZE
11.5437, 1961, Apr, Azerbaijan, AZE
18.4892, 1961, May, Azerbaijan, AZE
22.9245, 1961, Jun, Azerbaijan, AZE
24.5967, 1961, Jul, Azerbaijan, AZE
24.2361, 1961, Aug, Azerbaijan, AZE
18.1376, 1961, Sep, Azerbaijan, AZE
12.0574, 1961, Oct, Azerbaijan, AZE
7.65265, 1961, Nov, Azerbaijan, AZE
3.78485, 1961, Dec, Azerbaijan, AZE
-0.2793, 1962, Jan, Azerbaijan, AZE
2.57926, 1962, Feb, Azerbaijan, AZE
7.79053, 1962, Mar, Azerbaijan, AZE
10.951, 1962, Apr, Azerbaijan, AZE
17.3866, 1962, May, Azerbaijan, AZE
21.2969, 1962, Jun, Azerbaijan, AZE
26.0163, 1962, Jul, Azerbaijan, AZE
24.2597, 1962, Aug, Azerbaijan, AZE
19.5721, 1962, Sep, Azerbaijan, AZE
12.8853, 1962, Oct, Azerbaijan, AZE
7.31513, 1962, Nov, Azerbaijan, AZE
3.37644, 1962, Dec, Azerbaijan, AZE
2.8009, 1963, Jan, Azerbaijan, AZE
3.58097, 1963, Feb, Azerbaijan, AZE
4.00356, 1963, Mar, Azerbaijan, AZE
11.0896, 1963, Apr, Azerbaijan, AZE
15.5492, 1963, May, Azerbaijan, AZE
20.4502, 1963, Jun, Azerbaijan, AZE
24.0604, 1963, Jul, Azerbaijan, AZE
23.0378, 1963, Aug, Azerbaijan, AZE
19.9083, 1963, Sep, Azerbaijan, AZE
13.6647, 1963, Oct, Azerbaijan, AZE
6.43957, 1963, Nov, Azerbaijan, AZE
0.34125, 1963, Dec, Azerbaijan, AZE
-5.7033, 1964, Jan, Azerbaijan, AZE
-0.3703, 1964, Feb, Azerbaijan, AZE
4.53584, 1964, Mar, Azerbaijan, AZE
9.47503, 1964, Apr, Azerbaijan, AZE
16.5653, 1964, May, Azerbaijan, AZE
22.5233, 1964, Jun, Azerbaijan, AZE
23.7261, 1964, Jul, Azerbaijan, AZE
22.6209, 1964, Aug, Azerbaijan, AZE
19.2095, 1964, Sep, Azerbaijan, AZE
12.0282, 1964, Oct, Azerbaijan, AZE
7.08925, 1964, Nov, Azerbaijan, AZE
-0, 1964, Dec, Azerbaijan, AZE
-2.0856, 1965, Jan, Azerbaijan, AZE
-0.0683, 1965, Feb, Azerbaijan, AZE
5.02638, 1965, Mar, Azerbaijan, AZE
9.00512, 1965, Apr, Azerbaijan, AZE
16.6519, 1965, May, Azerbaijan, AZE
21.4265, 1965, Jun, Azerbaijan, AZE
23.934, 1965, Jul, Azerbaijan, AZE
24.0719, 1965, Aug, Azerbaijan, AZE
18.927, 1965, Sep, Azerbaijan, AZE
10.3023, 1965, Oct, Azerbaijan, AZE
6.85233, 1965, Nov, Azerbaijan, AZE
3.07511, 1965, Dec, Azerbaijan, AZE
4.71613, 1966, Jan, Azerbaijan, AZE
4.30741, 1966, Feb, Azerbaijan, AZE
6.70379, 1966, Mar, Azerbaijan, AZE
12.601, 1966, Apr, Azerbaijan, AZE
15.8224, 1966, May, Azerbaijan, AZE
21.9314, 1966, Jun, Azerbaijan, AZE
25.4743, 1966, Jul, Azerbaijan, AZE
25.7544, 1966, Aug, Azerbaijan, AZE
18.9211, 1966, Sep, Azerbaijan, AZE
13.2688, 1966, Oct, Azerbaijan, AZE
8.94195, 1966, Nov, Azerbaijan, AZE
3.71486, 1966, Dec, Azerbaijan, AZE
1.02767, 1967, Jan, Azerbaijan, AZE
-2.4429, 1967, Feb, Azerbaijan, AZE
3.59486, 1967, Mar, Azerbaijan, AZE
9.76535, 1967, Apr, Azerbaijan, AZE
16.8287, 1967, May, Azerbaijan, AZE
19.6623, 1967, Jun, Azerbaijan, AZE
23.0206, 1967, Jul, Azerbaijan, AZE
24.1874, 1967, Aug, Azerbaijan, AZE
18.1202, 1967, Sep, Azerbaijan, AZE
13.4588, 1967, Oct, Azerbaijan, AZE
7.76484, 1967, Nov, Azerbaijan, AZE
1.48363, 1967, Dec, Azerbaijan, AZE
0.06172, 1968, Jan, Azerbaijan, AZE
0.27961, 1968, Feb, Azerbaijan, AZE
4.44379, 1968, Mar, Azerbaijan, AZE
10.7932, 1968, Apr, Azerbaijan, AZE
17.7917, 1968, May, Azerbaijan, AZE
19.6493, 1968, Jun, Azerbaijan, AZE
23.6803, 1968, Jul, Azerbaijan, AZE
23.1322, 1968, Aug, Azerbaijan, AZE
20.2385, 1968, Sep, Azerbaijan, AZE
13.8494, 1968, Oct, Azerbaijan, AZE
7.90635, 1968, Nov, Azerbaijan, AZE
1.6293, 1968, Dec, Azerbaijan, AZE
-3.6121, 1969, Jan, Azerbaijan, AZE
-4.2285, 1969, Feb, Azerbaijan, AZE
2.94504, 1969, Mar, Azerbaijan, AZE
9.42079, 1969, Apr, Azerbaijan, AZE
15.8516, 1969, May, Azerbaijan, AZE
21.9481, 1969, Jun, Azerbaijan, AZE
22.5048, 1969, Jul, Azerbaijan, AZE
23.5378, 1969, Aug, Azerbaijan, AZE
18.3892, 1969, Sep, Azerbaijan, AZE
11.7441, 1969, Oct, Azerbaijan, AZE
5.68517, 1969, Nov, Azerbaijan, AZE
3.73501, 1969, Dec, Azerbaijan, AZE
0.86949, 1970, Jan, Azerbaijan, AZE
3.50658, 1970, Feb, Azerbaijan, AZE
6.10907, 1970, Mar, Azerbaijan, AZE
12.9924, 1970, Apr, Azerbaijan, AZE
17.1578, 1970, May, Azerbaijan, AZE
21.077, 1970, Jun, Azerbaijan, AZE
24.4079, 1970, Jul, Azerbaijan, AZE
23.6376, 1970, Aug, Azerbaijan, AZE
18.789, 1970, Sep, Azerbaijan, AZE
11.9375, 1970, Oct, Azerbaijan, AZE
8.51954, 1970, Nov, Azerbaijan, AZE
0.42969, 1970, Dec, Azerbaijan, AZE
-1.7077, 1971, Jan, Azerbaijan, AZE
0.34452, 1971, Feb, Azerbaijan, AZE
6.30848, 1971, Mar, Azerbaijan, AZE
10.0808, 1971, Apr, Azerbaijan, AZE
17.3649, 1971, May, Azerbaijan, AZE
20.7165, 1971, Jun, Azerbaijan, AZE
25.3829, 1971, Jul, Azerbaijan, AZE
23.7101, 1971, Aug, Azerbaijan, AZE
21.5065, 1971, Sep, Azerbaijan, AZE
12.2796, 1971, Oct, Azerbaijan, AZE
7.73238, 1971, Nov, Azerbaijan, AZE
1.20829, 1971, Dec, Azerbaijan, AZE
-5.9857, 1972, Jan, Azerbaijan, AZE
-6.149, 1972, Feb, Azerbaijan, AZE
1.55082, 1972, Mar, Azerbaijan, AZE
12.8078, 1972, Apr, Azerbaijan, AZE
15.3651, 1972, May, Azerbaijan, AZE
21.6831, 1972, Jun, Azerbaijan, AZE
24.9882, 1972, Jul, Azerbaijan, AZE
23.7365, 1972, Aug, Azerbaijan, AZE
19.5128, 1972, Sep, Azerbaijan, AZE
15.1754, 1972, Oct, Azerbaijan, AZE
6.8875, 1972, Nov, Azerbaijan, AZE
-1.4138, 1972, Dec, Azerbaijan, AZE
-4.3323, 1973, Jan, Azerbaijan, AZE
1.57267, 1973, Feb, Azerbaijan, AZE
4.46448, 1973, Mar, Azerbaijan, AZE
11.0284, 1973, Apr, Azerbaijan, AZE
16.0043, 1973, May, Azerbaijan, AZE
20.4399, 1973, Jun, Azerbaijan, AZE
23.5558, 1973, Jul, Azerbaijan, AZE
24.1157, 1973, Aug, Azerbaijan, AZE
18.1009, 1973, Sep, Azerbaijan, AZE
13.6873, 1973, Oct, Azerbaijan, AZE
4.98998, 1973, Nov, Azerbaijan, AZE
-0.1858, 1973, Dec, Azerbaijan, AZE
-3.0823, 1974, Jan, Azerbaijan, AZE
-2.2601, 1974, Feb, Azerbaijan, AZE
4.41305, 1974, Mar, Azerbaijan, AZE
9.0055, 1974, Apr, Azerbaijan, AZE
16.9931, 1974, May, Azerbaijan, AZE
21.752, 1974, Jun, Azerbaijan, AZE
22.6332, 1974, Jul, Azerbaijan, AZE
22.3291, 1974, Aug, Azerbaijan, AZE
17.9386, 1974, Sep, Azerbaijan, AZE
14.4863, 1974, Oct, Azerbaijan, AZE
8.14666, 1974, Nov, Azerbaijan, AZE
1.56238, 1974, Dec, Azerbaijan, AZE
0.15281, 1975, Jan, Azerbaijan, AZE
0.21342, 1975, Feb, Azerbaijan, AZE
4.38157, 1975, Mar, Azerbaijan, AZE
13.2245, 1975, Apr, Azerbaijan, AZE
17.2327, 1975, May, Azerbaijan, AZE
23.0268, 1975, Jun, Azerbaijan, AZE
25.9308, 1975, Jul, Azerbaijan, AZE
24.0982, 1975, Aug, Azerbaijan, AZE
19.6506, 1975, Sep, Azerbaijan, AZE
11.6727, 1975, Oct, Azerbaijan, AZE
5.13105, 1975, Nov, Azerbaijan, AZE
-0.3844, 1975, Dec, Azerbaijan, AZE
0.47416, 1976, Jan, Azerbaijan, AZE
-3.6908, 1976, Feb, Azerbaijan, AZE
2.06467, 1976, Mar, Azerbaijan, AZE
11.7399, 1976, Apr, Azerbaijan, AZE
15.4813, 1976, May, Azerbaijan, AZE
20.7227, 1976, Jun, Azerbaijan, AZE
23.1617, 1976, Jul, Azerbaijan, AZE
25.5459, 1976, Aug, Azerbaijan, AZE
19.2344, 1976, Sep, Azerbaijan, AZE
10.9996, 1976, Oct, Azerbaijan, AZE
6.04124, 1976, Nov, Azerbaijan, AZE
2.55769, 1976, Dec, Azerbaijan, AZE
-5.5671, 1977, Jan, Azerbaijan, AZE
2.04297, 1977, Feb, Azerbaijan, AZE
6.07564, 1977, Mar, Azerbaijan, AZE
12.0425, 1977, Apr, Azerbaijan, AZE
16.7621, 1977, May, Azerbaijan, AZE
22.1071, 1977, Jun, Azerbaijan, AZE
23.8994, 1977, Jul, Azerbaijan, AZE
23.9053, 1977, Aug, Azerbaijan, AZE
19.6886, 1977, Sep, Azerbaijan, AZE
9.48371, 1977, Oct, Azerbaijan, AZE
7.34425, 1977, Nov, Azerbaijan, AZE
-0.1318, 1977, Dec, Azerbaijan, AZE
0.28557, 1978, Jan, Azerbaijan, AZE
2.11508, 1978, Feb, Azerbaijan, AZE
6.10989, 1978, Mar, Azerbaijan, AZE
10.6784, 1978, Apr, Azerbaijan, AZE
14.7384, 1978, May, Azerbaijan, AZE
18.9833, 1978, Jun, Azerbaijan, AZE
24.2727, 1978, Jul, Azerbaijan, AZE
23.2313, 1978, Aug, Azerbaijan, AZE
20.893, 1978, Sep, Azerbaijan, AZE
13.6485, 1978, Oct, Azerbaijan, AZE
3.85784, 1978, Nov, Azerbaijan, AZE
2.65891, 1978, Dec, Azerbaijan, AZE
0.40903, 1979, Jan, Azerbaijan, AZE
2.81076, 1979, Feb, Azerbaijan, AZE
6.21416, 1979, Mar, Azerbaijan, AZE
11.5986, 1979, Apr, Azerbaijan, AZE
16.545, 1979, May, Azerbaijan, AZE
20.1386, 1979, Jun, Azerbaijan, AZE
24.4431, 1979, Jul, Azerbaijan, AZE
25.0698, 1979, Aug, Azerbaijan, AZE
21.2127, 1979, Sep, Azerbaijan, AZE
13.2574, 1979, Oct, Azerbaijan, AZE
7.88787, 1979, Nov, Azerbaijan, AZE
2.63296, 1979, Dec, Azerbaijan, AZE
-2.0113, 1980, Jan, Azerbaijan, AZE
-0.3391, 1980, Feb, Azerbaijan, AZE
3.91278, 1980, Mar, Azerbaijan, AZE
11.1586, 1980, Apr, Azerbaijan, AZE
16.4086, 1980, May, Azerbaijan, AZE
21.8092, 1980, Jun, Azerbaijan, AZE
26.212, 1980, Jul, Azerbaijan, AZE
23.6281, 1980, Aug, Azerbaijan, AZE
18.5986, 1980, Sep, Azerbaijan, AZE
11.6753, 1980, Oct, Azerbaijan, AZE
8.52559, 1980, Nov, Azerbaijan, AZE
4.14496, 1980, Dec, Azerbaijan, AZE
2.39065, 1981, Jan, Azerbaijan, AZE
3.24716, 1981, Feb, Azerbaijan, AZE
5.91474, 1981, Mar, Azerbaijan, AZE
9.8052, 1981, Apr, Azerbaijan, AZE
14.5447, 1981, May, Azerbaijan, AZE
21.0659, 1981, Jun, Azerbaijan, AZE
24.7063, 1981, Jul, Azerbaijan, AZE
23.8606, 1981, Aug, Azerbaijan, AZE
20.2647, 1981, Sep, Azerbaijan, AZE
14.2259, 1981, Oct, Azerbaijan, AZE
6.93037, 1981, Nov, Azerbaijan, AZE
4.70565, 1981, Dec, Azerbaijan, AZE
-0.3487, 1982, Jan, Azerbaijan, AZE
-1.5758, 1982, Feb, Azerbaijan, AZE
3.15241, 1982, Mar, Azerbaijan, AZE
12.8063, 1982, Apr, Azerbaijan, AZE
16.3144, 1982, May, Azerbaijan, AZE
20.6569, 1982, Jun, Azerbaijan, AZE
23.9102, 1982, Jul, Azerbaijan, AZE
22.5973, 1982, Aug, Azerbaijan, AZE
19.6653, 1982, Sep, Azerbaijan, AZE
11.6356, 1982, Oct, Azerbaijan, AZE
4.1664, 1982, Nov, Azerbaijan, AZE
-1.3368, 1982, Dec, Azerbaijan, AZE
-2.4112, 1983, Jan, Azerbaijan, AZE
0.959, 1983, Feb, Azerbaijan, AZE
3.95055, 1983, Mar, Azerbaijan, AZE
12.3901, 1983, Apr, Azerbaijan, AZE
17.4353, 1983, May, Azerbaijan, AZE
20.83, 1983, Jun, Azerbaijan, AZE
25.2237, 1983, Jul, Azerbaijan, AZE
23.484, 1983, Aug, Azerbaijan, AZE
18.588, 1983, Sep, Azerbaijan, AZE
12.3341, 1983, Oct, Azerbaijan, AZE
7.38685, 1983, Nov, Azerbaijan, AZE
1.64444, 1983, Dec, Azerbaijan, AZE
1.64934, 1984, Jan, Azerbaijan, AZE
-2.0751, 1984, Feb, Azerbaijan, AZE
4.88405, 1984, Mar, Azerbaijan, AZE
11.4984, 1984, Apr, Azerbaijan, AZE
15.0022, 1984, May, Azerbaijan, AZE
21.0446, 1984, Jun, Azerbaijan, AZE
25.2742, 1984, Jul, Azerbaijan, AZE
23.0674, 1984, Aug, Azerbaijan, AZE
20.405, 1984, Sep, Azerbaijan, AZE
12.5803, 1984, Oct, Azerbaijan, AZE
6.93148, 1984, Nov, Azerbaijan, AZE
-2.0618, 1984, Dec, Azerbaijan, AZE
-0.4478, 1985, Jan, Azerbaijan, AZE
-0.1086, 1985, Feb, Azerbaijan, AZE
0.62767, 1985, Mar, Azerbaijan, AZE
12.088, 1985, Apr, Azerbaijan, AZE
17.9786, 1985, May, Azerbaijan, AZE
22.3152, 1985, Jun, Azerbaijan, AZE
22.9294, 1985, Jul, Azerbaijan, AZE
23.9944, 1985, Aug, Azerbaijan, AZE
19.902, 1985, Sep, Azerbaijan, AZE
11.5446, 1985, Oct, Azerbaijan, AZE
7.99088, 1985, Nov, Azerbaijan, AZE
0.93732, 1985, Dec, Azerbaijan, AZE
0.93475, 1986, Jan, Azerbaijan, AZE
0.76402, 1986, Feb, Azerbaijan, AZE
2.99702, 1986, Mar, Azerbaijan, AZE
12.6432, 1986, Apr, Azerbaijan, AZE
15.0961, 1986, May, Azerbaijan, AZE
21.0792, 1986, Jun, Azerbaijan, AZE
24.9646, 1986, Jul, Azerbaijan, AZE
24.9957, 1986, Aug, Azerbaijan, AZE
21.2879, 1986, Sep, Azerbaijan, AZE
12.8202, 1986, Oct, Azerbaijan, AZE
5.51635, 1986, Nov, Azerbaijan, AZE
0.88567, 1986, Dec, Azerbaijan, AZE
2.39958, 1987, Jan, Azerbaijan, AZE
2.44343, 1987, Feb, Azerbaijan, AZE
3.22426, 1987, Mar, Azerbaijan, AZE
9.1125, 1987, Apr, Azerbaijan, AZE
17.4632, 1987, May, Azerbaijan, AZE
22.6838, 1987, Jun, Azerbaijan, AZE
24.5273, 1987, Jul, Azerbaijan, AZE
23.6797, 1987, Aug, Azerbaijan, AZE
18.4867, 1987, Sep, Azerbaijan, AZE
9.66869, 1987, Oct, Azerbaijan, AZE
5.7291, 1987, Nov, Azerbaijan, AZE
1.61588, 1987, Dec, Azerbaijan, AZE
-0.9886, 1988, Jan, Azerbaijan, AZE
-0.0987, 1988, Feb, Azerbaijan, AZE
5.22587, 1988, Mar, Azerbaijan, AZE
11.8463, 1988, Apr, Azerbaijan, AZE
15.3604, 1988, May, Azerbaijan, AZE
22.0314, 1988, Jun, Azerbaijan, AZE
24.5196, 1988, Jul, Azerbaijan, AZE
22.9912, 1988, Aug, Azerbaijan, AZE
